1714680576.4475484, 64, 3, 2
1714680576.4784257, 58, 3, 2
1714680576.5105143, 18, 3, 2
1714680576.543366, 18, 3, 2
1714680576.57461, 18, 3, 2
1714680576.5911639, 17, 3, 2
1714680576.622477, 16, 3, 2
1714680576.6865962, 15, 3, 2
1714680576.7189505, 12, 3, 2
1714680576.7515478, 10, 3, 2
1714680576.781703, 7, 3, 2
1714680576.8141966, 4, 3, 2
1714680578.7347713, 1, 0, 0
1714680578.766038, 3, 1, 1
1714680578.8004746, 5, 1, 1
1714680578.8309886, 7, 1, 1
1714680578.8614323, 7, 1, 1
1714680578.8951724, 9, 1, 1
1714680578.9273956, 11, 1, 1
1714680578.957383, 12, 1, 1
1714680578.9924107, 14, 1, 1
1714680579.023972, 17, 1, 1
1714680579.0554724, 19, 1, 1
1714680579.106427, 21, 1, 1
1714680579.1361976, 24, 1, 1
1714680579.167826, 27, 1, 1
1714680579.1999414, 29, 1, 1
1714680579.2313325, 30, 1, 1
1714680579.2626739, 31, 1, 1
1714680579.2940662, 33, 1, 1
1714680579.3276403, 37, 1, 1
1714680579.3585536, 42, 1, 1
1714680579.391082, 46, 1, 1
1714680579.4404101, 54, 1, 1
1714680579.4725897, 62, 1, 1
1714680579.5045648, 70, 1, 1
1714680579.5350847, 77, 1, 1
1714680579.569134, 84, 1, 1
1714680579.5995321, 92, 2, 1
1714680579.6323566, 97, 2, 1
1714680579.6628215, 83, 2, 1
1714680579.6964054, 93, 2, 1
1714680579.7277381, 96, 2, 1
1714680579.7617881, 100, 2, 1
1714680579.8066394, 104, 2, 1
1714680579.8394835, 109, 2, 1
1714680579.871362, 113, 2, 1
1714680579.9034402, 127, 2, 1
1714680579.9357133, 125, 2, 1
1714680579.9687672, 107, 2, 1
1714680580.0016809, 112, 2, 1
1714680580.0342355, 121, 2, 1
1714680580.0625782, 129, 2, 1
1714680580.0953555, 140, 2, 1
1714680580.1475499, 152, 2, 1
1714680580.1779704, 159, 2, 1
1714680580.2081146, 166, 2, 1
1714680580.2399049, 177, 2, 1
1714680580.272387, 175, 2, 1
1714680580.3030584, 184, 2, 1
1714680580.3358293, 194, 2, 1
1714680580.3665066, 222, 2, 1
1714680580.3998988, 219, 2, 1
1714680580.4320257, 234, 2, 1
1714680580.4632082, 246, 2, 1
1714680580.5109935, 259, 3, 1
1714680580.5419345, 262, 3, 1
1714680580.5736392, 265, 3, 1
1714680580.6069212, 268, 3, 1
1714680580.637716, 271, 3, 1
1714680580.673265, 281, 3, 1
1714680580.7024853, 285, 3, 1
1714680580.7345235, 290, 3, 1
1714680580.7666492, 294, 3, 1
1714680580.7987752, 298, 3, 1
1714680580.8470197, 302, 3, 1
1714680580.878058, 307, 3, 1
1714680580.910054, 312, 3, 1
1714680580.9434032, 317, 3, 1
1714680582.4785025, 319, 0, 0
1714680582.5112567, 315, 0, 0
1714680582.5427392, 309, 0, 0
1714680582.5739846, 304, 0, 0
1714680582.5918462, 304, 0, 0
1714680582.6244824, 299, 0, 0
1714680582.6890614, 295, 0, 0
1714680582.7197578, 292, 0, 0
1714680582.7543755, 287, 0, 0
1714680582.7822204, 281, 0, 0
1714680582.8141377, 281, 0, 0
1714680582.8483036, 277, 0, 0
1714680582.878888, 274, 0, 0
1714680582.9105093, 267, 0, 0
1714680582.9345965, 267, 1, 2
1714680582.9577777, 262, 1, 2
1714680582.9901898, 261, 1, 2
1714680583.0241213, 262, 1, 2
1714680583.0870864, 250, 1, 2
1714680583.1186707, 242, 1, 2
1714680583.1515343, 227, 1, 2
1714680583.183542, 220, 2, 2
1714680583.2160132, 215, 2, 2
1714680583.2465296, 209, 2, 2
1714680583.2812998, 202, 2, 2
1714680583.3057206, 202, 2, 2
1714680583.3265646, 197, 2, 2
1714680583.3578873, 293, 2, 2
1714680583.392228, 241, 1, 2
1714680583.4233398, 240, 1, 2
1714680583.490061, 278, 1, 2
1714680583.5192475, 233, 1, 2
1714680583.5547552, 232, 2, 2
1714680583.5850608, 232, 2, 2
1714680583.6168556, 224, 2, 2
1714680583.6328406, 224, 2, 2
1714680583.662738, 162, 2, 2
1714680583.6953557, 161, 2, 2
1714680583.823562, 160, 0, 0
1714680583.8885531, 215, 0, 0
1714680583.9205556, 160, 0, 0
1714680583.9546669, 218, 0, 0
1714680583.984137, 217, 0, 0
1714680584.0067816, 217, 0, 0
1714680584.0355673, 216, 0, 0
1714680584.0643415, 160, 0, 0
1714680584.0955682, 215, 0, 0
1714680584.1302245, 148, 0, 0
1714680584.1618087, 138, 0, 0
1714680584.1935616, 137, 0, 0
1714680584.2229023, 136, 0, 0
1714680584.2905052, 197, 0, 0
1714680584.3202262, 196, 0, 0
1714680584.3332224, 63, 0, 0
1714680584.3677983, 60, 0, 0
1714680584.397803, 59, 0, 0
1714680584.4304588, 58, 0, 0
1714680584.4639337, 57, 0, 0
1714680584.4948466, 54, 0, 0
1714680584.5269766, 53, 0, 0
1714680584.5611904, 51, 0, 0
1714680584.592111, 49, 0, 0
1714680584.6226587, 48, 0, 0
1714680584.6856954, 50, 0, 0
1714680584.7048297, 52, 0, 0
1714680585.3265784, 44, 0, 0
1714680585.3585215, 47, 1, 1
1714680585.3914726, 47, 1, 1
1714680585.4382923, 48, 1, 1
1714680585.4706938, 48, 1, 1
1714680585.5022008, 48, 1, 1
1714680585.5381312, 48, 1, 1
1714680585.5664787, 49, 1, 1
1714680585.5993333, 48, 1, 1
1714680585.6318715, 49, 1, 1
1714680585.6632278, 50, 1, 1
1714680585.6945996, 51, 1, 1
1714680585.7272549, 53, 1, 1
1714680585.7776318, 53, 1, 1
1714680585.807145, 56, 1, 1
1714680585.838142, 56, 1, 1
1714680585.8714898, 65, 1, 1
1714680585.9037783, 66, 1, 1
1714680585.9352672, 67, 1, 1
1714680585.9660022, 89, 1, 1
1714680586.0004747, 90, 2, 1
1714680586.031458, 91, 2, 1
1714680586.0628898, 92, 2, 1
1714680586.0980809, 102, 2, 1
1714680586.1439295, 104, 2, 1
1714680586.1744492, 106, 2, 1
1714680586.2076833, 109, 2, 1
1714680586.240247, 111, 2, 1
1714680586.2711575, 111, 2, 1
1714680586.3043046, 99, 2, 1
1714680586.3373685, 101, 2, 1
1714680586.367077, 102, 2, 1
1714680586.400306, 104, 2, 1
1714680586.4315403, 108, 2, 1
1714680586.4786928, 113, 2, 1
1714680586.5130632, 119, 2, 1
1714680586.5452802, 123, 2, 1
1714680586.5752249, 129, 2, 1
1714680586.6090565, 139, 2, 1
1714680586.6412919, 149, 2, 1
1714680586.6725445, 156, 2, 1
1714680586.703557, 163, 2, 1
1714680586.736958, 171, 2, 1
1714680586.7697453, 178, 2, 1
1714680586.801714, 189, 2, 1
1714680586.8480062, 195, 2, 1
1714680586.879523, 200, 2, 1
1714680586.9114187, 206, 2, 1
1714680586.9434292, 213, 2, 1
1714680586.9751832, 219, 2, 1
1714680587.0066955, 223, 2, 1
1714680587.040602, 226, 2, 1
1714680587.0727067, 230, 2, 1
1714680587.1046953, 236, 2, 1
1714680587.1352189, 242, 2, 1
1714680587.1844294, 246, 3, 1
1714680587.2156425, 246, 3, 1
1714680587.2459042, 246, 3, 1
1714680587.2810555, 246, 3, 1
1714680587.3134277, 246, 3, 1
1714680587.3442538, 282, 3, 1
1714680587.374748, 285, 3, 1
1714680587.4075127, 287, 3, 1
1714680587.4384348, 288, 3, 1
1714680587.4700773, 226, 3, 1
1714680587.5037825, 227, 2, 1
1714680587.551884, 222, 2, 1
1714680587.5829785, 292, 2, 1
1714680588.2900171, 214, 0, 0
1714680588.3189354, 209, 0, 0
1714680588.3516018, 208, 0, 0
1714680588.381452, 204, 0, 0
1714680588.4158373, 199, 0, 0
1714680588.4454672, 194, 0, 0
1714680588.4786491, 188, 0, 0
1714680588.5103061, 182, 0, 0
1714680588.5425239, 174, 0, 0
1714680588.5536833, 174, 0, 0
1714680588.5920634, 165, 0, 0
1714680588.6222324, 157, 0, 0
1714680588.6875958, 147, 0, 0
1714680588.7188177, 297, 0, 0
1714680588.7528324, 294, 1, 2
1714680588.784329, 291, 1, 2
1714680588.8159223, 288, 1, 2
1714680588.8471637, 285, 1, 2
1714680588.8797567, 283, 1, 2
1714680588.9112113, 280, 1, 2
1714680588.9263446, 280, 1, 2
1714680588.9589293, 278, 1, 2
1714680588.9913979, 275, 1, 2
1714680589.0238512, 273, 1, 2
1714680589.0883594, 269, 1, 2
1714680589.1190248, 267, 1, 2
1714680589.151472, 265, 1, 2
1714680589.1828187, 264, 1, 2
1714680589.215216, 262, 1, 2
1714680589.2496343, 262, 1, 2
1714680589.2709363, 260, 1, 2
1714680589.3014264, 257, 1, 2
1714680589.3294249, 254, 1, 2
1714680589.3604572, 198, 1, 2
1714680589.3925757, 171, 2, 2
1714680589.4247596, 232, 2, 2
1714680589.4897478, 231, 2, 2
1714680589.5228915, 230, 2, 2
1714680589.553252, 230, 2, 2
1714680589.5838773, 230, 2, 2
1714680589.616898, 230, 2, 2
1714680589.638217, 243, 2, 2
1714680589.664364, 243, 1, 2
1714680589.6970778, 245, 1, 2
1714680589.730096, 242, 1, 2
1714680589.7608824, 245, 1, 2
1714680589.7929523, 245, 1, 2
1714680589.824721, 244, 1, 2
1714680589.8899894, 232, 1, 2
1714680589.920244, 197, 2, 2
1714680589.9573064, 199, 2, 2
1714680589.9801414, 241, 2, 2
1714680590.003141, 236, 1, 2
1714680590.030393, 245, 2, 2
1714680590.0627134, 244, 1, 2
1714680590.09566, 162, 1, 2
1714680590.127753, 99, 2, 2
1714680590.15963, 99, 2, 2
1714680590.191779, 99, 2, 2
1714680590.222993, 92, 2, 2
1714680590.2934656, 159, 2, 2
1714680590.3204575, 160, 2, 2
1714680590.3363352, 92, 2, 2
1714680590.3676083, 88, 2, 2
1714680590.3982518, 86, 2, 2
1714680590.4301643, 87, 2, 2
1714680590.462279, 82, 2, 2
1714680590.4946125, 87, 2, 2
1714680590.5281084, 89, 2, 2
